image_uid,file_name,uncertainty_score,confidence_component,quality_component,agreement_component,novelty_component,terms_corroborated,terms_checked,has_description,has_quality,review_recommended,reason,vocabulary_version
f9502d0a5e9e4a0681b5f756edfc10bb,S7R08466.JPG,0.4325,0.7014,0.0056,0.5,0.2393,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
255df8f871ca4146b2508290d40cb797,S7R08467.JPG,0.3444,0.5962,0.06,0.3333,0.1586,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
6ed52101103e4e0cb3ac7787b76de167,S7R08468.JPG,0.4804,0.75,0.01,0.6,0.2391,2,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
991d5adcf8bb4de4a4efff7e1d9ae221,S7R08469.JPG,0.5051,0.6704,0.0038,0.75,0.2982,1,4,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
503040d230da4c269cdac8536dd0628a,S7R08470.JPG,0.3966,0.619,0.0079,0.5,0.1892,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
0abc061968e14760bffac4e7f6bb44c4,S7R08471.JPG,0.4188,0.6613,0.0147,0.5,0.2293,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
b5ce2e562f0f42899dcf58bcd62ad0a9,S7R08472.JPG,0.6067,0.77,0.0037,1.0,0.2431,0,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
6ee9ad5722fc40f5a0deb8796143bb8d,S7R08473.JPG,0.4755,0.5951,0.0032,0.75,0.2773,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
c2076e0222ee45c1b810326491932946,S7R08474.JPG,0.2374,0.5591,0.043,0.0,0.2209,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
6a2fc8cd874345a6817406420a6ac4e7,S7R08475.JPG,0.4429,0.7293,0.0068,0.5,0.2419,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
15f98477474c421f8692797d7d5ec010,S7R08476.JPG,0.3914,0.6172,0.0648,0.5,0.083,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
3b18929d8c3b4f3e9b4fb9a064e7703f,S7R08477.JPG,0.3444,0.6425,0.0897,0.25,0.1774,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
724cdccdb2584109ac3a3ed58ca49572,S7R08478.JPG,0.4394,0.7049,0.0159,0.5,0.2637,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
93a125cdb3cb4cd9931040a318633f16,S7R08479.JPG,0.417,0.7432,0.0096,0.4,0.2334,3,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
f947193a336745a787ef380aaf67e371,S7R08480.JPG,0.423,0.5845,0.0239,0.6,0.2245,2,5,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
82bcd30207344242a0ef0df6c11c385d,S7R08481.JPG,0.2419,0.6064,0.0106,0.0,0.1833,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
cb96b02ce9a24b07b273303a1ca41f70,S7R08482.JPG,0.298,0.5135,0.0293,0.3333,0.0829,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
24b48c8eb05b49c089c28b2d03360b73,S7R08483.JPG,0.5385,0.7376,0.0238,0.75,0.3369,1,4,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
e139a28d4d114e448bcd7b8523254ed8,S7R08484.JPG,0.4369,0.5748,0.0566,0.6667,0.1629,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
1d0615ea69f5498d80440502147425cd,S7R08485.JPG,0.2945,0.4702,0.069,0.3333,0.1073,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
f4c8ce22b2b8493981205551419d7479,S7R08486.JPG,0.2867,0.4598,0.0409,0.3333,0.1173,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
fa2b038ae4574972b5df6a6f1dff3ae6,S7R08487.JPG,0.3377,0.4676,0.008,0.5,0.1499,2,4,True,True,False,The assigned terms are well supported across all measures.,1.0
10174af65dbb4430889dce2709c257cb,S7R08488.JPG,0.3848,0.4654,0.0052,0.6667,0.1391,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
19225dfe67bf47b0b3cd5549cab7cb05,S7R08489.JPG,0.4808,0.5504,0.2768,0.6667,0.2187,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
d24b8438dc0b4af1b520168ca4db2d88,S7R08490.JPG,0.3374,0.5704,0.0503,0.3333,0.1849,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
e1b0ae5a80824d5383892df7b3d3ccc3,S7R08491.JPG,0.2361,0.2853,0.0476,0.3333,0.1782,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
aab4e117dc704dc7bda8fa1bf7a41c73,S7R08492.JPG,0.2346,0.3051,0.013,0.3333,0.1679,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
34bc4e0ada514e849a664e2801e0e440,S7R08493.JPG,0.4189,0.6481,0.037,0.5,0.2311,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
33d8e7418ec2496f8c0ffdb77b86e169,S7R08494.JPG,0.2179,0.5425,0.016,0.0,0.1655,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
b2a1ff2cce664108ab065c5830d1e990,S7R08495.JPG,0.4091,0.555,0.031,0.6667,0.0576,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
00bfc1ad3cae45b1beedf00d2a7c5210,S7R08496.JPG,0.4655,0.7726,0.0352,0.5,0.2539,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
4f6f3b9e3d4f400b992de84d30e60349,S7R08497.JPG,0.4079,0.7174,0.0227,0.4,0.2149,3,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
85b0e9c224274af0bc0746a49ed3b1c8,S7R08498.JPG,0.3215,0.5405,0.0157,0.3333,0.1949,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
221cf524e1594252bca76d924444195d,S7R08499.JPG,0.4789,0.793,0.0183,0.5,0.3179,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
0531f7e2ca1c4993b3d265429ea964a9,S7R08500.JPG,0.4834,0.8383,0.0143,0.5,0.2475,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
394fb31c54174f559f607f7755ae9a44,S7R08501.JPG,0.4376,0.7115,0.0143,0.5,0.2384,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
bf1de832ad4a46a2933f7745cbd79d87,S7R08502.JPG,0.307,0.4867,0.0636,0.3333,0.1594,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
d59bd3c4ecb34482be43547879f97c35,S7R08503.JPG,0.2274,0.5652,0.0752,0.0,0.0967,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
52726b011be14340b4eb831ae6f1c28f,S7R08504.JPG,0.2283,0.5894,0.0386,0.0,0.0952,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
21f19d0b206547e2aa494166d15262fa,S7R08505.JPG,0.3185,0.5439,0.03,0.3333,0.1478,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
09a49b2343234ef9a78214309673179d,S7R08506.JPG,0.301,0.5055,0.0452,0.3333,0.1005,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
16cb160c6d9c46b0ad2f0100f6243986,S7R08507.JPG,0.3208,0.5118,0.0865,0.3333,0.1622,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
c712ff581aa44dbfb807f55e11973b93,S7R08508.JPG,0.3243,0.5228,0.0924,0.3333,0.1523,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
9cd23c38569c42cf8a4762c9f8ec07a4,S7R08509.JPG,0.2256,0.2774,0.0087,0.3333,0.1782,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
4da91ade2a6b48028123e3a7948eeb7c,S7R08510.JPG,0.1772,0.4521,0.0218,0.0,0.0973,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
31e163e99a8e4912b46881854820652f,S7R08511.JPG,0.2883,0.4852,0.0203,0.3333,0.0964,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
6ee4be8a62244b14b554fd786fe0765f,S7R08512.JPG,0.2711,0.6812,0.018,0.0,0.1937,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
a2facc83d3f3437c97ff62c52c3cdb76,S7R08513.JPG,0.393,0.6483,0.0131,0.5,0.0901,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
665dfe83d430442cb4df553f7b8ebe54,S7R08514.JPG,0.337,0.6521,0.0361,0.25,0.1767,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
c16b14f2ed404f66b17c886680353bdd,S7R08515.JPG,0.3229,0.6276,0.0268,0.2,0.2523,4,5,True,True,False,The assigned terms are well supported across all measures.,1.0
4f3bd3ab18464082aa57c47fa718b696,S7R08516.JPG,0.2456,0.299,0.0385,0.3333,0.2219,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
fb3175f4552e4c839c9ec574f93e8f4f,S7R08517.JPG,0.3161,0.5477,0.0104,0.3333,0.1491,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
762f9942eac2447d9c64c9c32c0ee1fa,S7R08518.JPG,0.2365,0.5793,0.0221,0.0,0.1954,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
8f8c0ede2959437685d32f72f04f4ba3,S7R08519.JPG,0.3041,0.5094,0.0218,0.3333,0.143,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
cfcdf234c4164aacbb9bd2badf15080d,S7R08520.JPG,0.333,0.3271,0.0924,0.6667,0.0,1,3,True,True,False,The assigned terms are well supported across all measures.,1.0
f34298cb29674011a9d81ac502db2d45,S7R08521.JPG,0.2824,0.4919,0.0076,0.3333,0.058,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
00917e7e23184fd2b63c48a83476fae1,S7R08522.JPG,0.3325,0.5991,0.0375,0.3333,0.1024,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
42a037e24ca64b38b8e45066da4eb6bf,S7R08523.JPG,0.3962,0.4997,0.0098,0.6667,0.1291,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
519e2ea8a4f64243ad78ff78c093248c,S7R08524.JPG,0.4271,0.5501,0.035,0.6667,0.1834,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
d5513878a02447ae9b548e1c1033478c,S7R08525.JPG,0.5729,0.6278,0.0264,1.0,0.3193,0,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
ab5c28fb74f645bc8f5b47deedea8def,S7R08526.JPG,0.5042,0.7683,0.0198,0.6,0.3421,2,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
0a2861dda4494bf385821a5e40963228,S7R08527.JPG,0.577,0.681,0.0137,1.0,0.2392,0,3,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
e4a6890259cb4f858c25e7f947287d02,S7R08528.JPG,0.4501,0.7523,0.0109,0.5,0.2309,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
b26e3a4669bd4ec8bc41914207e0dd39,S7R08529.JPG,0.392,0.7282,0.0341,0.3333,0.2021,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
1911a672ae40403a9ce09ce6f9b92da3,S7R08530.JPG,0.4604,0.5727,0.0052,0.75,0.2261,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
488285bf39484c2a9c61965188b05476,S7R08531.JPG,0.2059,0.5343,0.0168,0.0,0.1035,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
1977d93126e44b05853205a265a6ecec,S7R08532.JPG,0.3236,0.6311,0.1386,0.25,0.0,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
7f43a6e591df4d21a5d9d92941f0b32e,S7R08533.JPG,0.3304,0.6333,0.0372,0.25,0.1756,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
e76a4ee794a847eb87d0b49adef690e2,S7R08534.JPG,0.5049,0.683,0.043,0.75,0.2147,1,4,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
284b7fa7caf94cceb35eed725972ad39,S7R08535.JPG,0.3966,0.5878,0.0276,0.5,0.2358,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
988c1358dfa64caca24a54af373db064,S7R08536.JPG,0.3575,0.6157,0.0087,0.3333,0.2682,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
fc22330edd174dfcbe205d11a7ec506a,S7R08537.JPG,0.2768,0.4545,0.0144,0.3333,0.0988,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
56c7f45a74374eb7990d1a165dff3d5b,S7R08538.JPG,0.4181,0.5577,0.0239,0.6667,0.1205,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
412a1a8e700d4587b7a0f765020308e8,S7R08539.JPG,0.331,0.6025,0.0102,0.3333,0.1209,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
d7d09f86eff74a5d8fce5aedd62ab72b,S7R08540.JPG,0.2077,0.5271,0.0496,0.0,0.0885,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
946dbc06c7f342aebb545a06d56f7e19,S7R08541.JPG,0.2912,0.4515,0.166,0.3333,0.0,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
015997e0c07442b8a86db444a4c84a67,S7R08542.JPG,0.1318,0.3078,0.0182,0.0,0.1363,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
e54147cdb89f4fbf8ce50b59c92185e5,S7R08543.JPG,0.3272,0.4916,0.1429,0.3333,0.1773,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
5e3143de9f4a4a868f608257bed03740,S7R08544.JPG,0.315,0.5343,0.024,0.3333,0.155,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
38ae999c5b0f4f0084e37393fbfcbc3c,S7R08545.JPG,0.5862,0.7131,0.0295,1.0,0.2048,0,3,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
98bc2a1bb07d49fc97c9371231f60097,S7R08546.JPG,0.5192,0.6866,0.0399,0.75,0.3058,1,4,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
7ae240d3ecae44dcbb221ad0f0d8d66c,S7R08547.JPG,0.2326,0.5235,0.2235,0.0,0.0313,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
dbe5d87c83c741c59541b461cea506e8,S7R08548.JPG,0.3409,0.6611,0.0181,0.25,0.2062,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
bd5d6828130043489c691724d80b9b43,S7R08549.JPG,0.2166,0.5236,0.0148,0.0,0.2025,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
dc33a4d356864a43b6e385ec9260d635,S7R08550.JPG,0.1575,0.36,0.0892,0.0,0.0909,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
f96156d90dd34095a0fca066ff662995,S7R08551.JPG,0.3753,0.4948,0.3892,0.3333,0.162,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
63a835ac35774a38970f46dfa0786c7c,S7R08552.JPG,0.3116,0.5127,0.0353,0.3333,0.1677,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
77645f3d84d247339345ee8f162e572d,S7R08553.JPG,0.524,0.744,0.0162,0.75,0.2359,1,4,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
40c8955be5834bc185b426c09f5e63c8,S7R08554.JPG,0.3176,0.5379,0.031,0.3333,0.1545,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
fb4611ae8b154fc19b5b0a84d6201f20,S7R08555.JPG,0.2485,0.3489,0.0115,0.3333,0.1608,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
5ed42d08547441219f4626706bd2e249,S7R08556.JPG,0.2018,0.4809,0.0017,0.0,0.2207,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
dc630b60c765458c9848ba4f1854950a,S7R08557.JPG,0.3774,0.5409,0.123,0.5,0.0898,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
3b262ef737d04291ab72a41a363455dc,S7R08558.JPG,0.4109,0.7145,0.0187,0.4,0.2475,3,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
f4bdab57c96c4c0a92ba68778015a57d,S7R08559.JPG,0.2942,0.3778,0.1805,0.3333,0.1723,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
a5bd8ac5a89e4a10b43b5f90598087be,S7R08560.JPG,0.4745,0.5565,0.0698,0.75,0.2717,1,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
6c48eb45c9314ba9aafdd53ad5066ed4,S7R08561.JPG,0.3417,0.6429,0.0295,0.25,0.2385,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
88f48fa8714b47439078ffdd550b4402,S7R08562.JPG,0.3826,0.6805,0.0357,0.3333,0.2484,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
39d9847546364d788c505a4f9fc458ab,S7R08563.JPG,0.3441,0.6379,0.0221,0.3333,0.1094,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
5fecfe2b83904ccab43dff05186e61a2,S7R08564.JPG,0.3889,0.629,0.0356,0.5,0.0777,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
543be414203343f79c3807b1c982b1d5,S7R08565.JPG,0.6353,0.821,0.0204,1.0,0.2928,0,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
28e735ef602c46ae8ecca90d05f584f1,S7R08566.JPG,0.5817,0.8876,0.0193,0.75,0.2811,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.0
299ed20abe68446f84d655db05e72120,S7R08567.JPG,0.353,0.6789,0.018,0.25,0.245,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
8f46e246c2c448518ce00b86cb087a15,S7R08568.JPG,0.2103,0.4977,0.006,0.0,0.2325,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
0a6eea1734ba475e97e010e0d1bdc8ac,S7R08569.JPG,0.3135,0.5706,0.0056,0.25,0.2512,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
7374f18cd9ff4828980845ee3fcbb6bd,S7R08570.JPG,0.4976,0.786,0.014,0.6,0.2648,2,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
bacd585a60ee4128be14507aecbb8829,S7R08571.JPG,0.3642,0.7239,0.0042,0.25,0.2336,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
26286ecde23644f2880d4f21b4f2c7b8,S7R08572.JPG,0.6278,0.8191,0.0285,1.0,0.2358,0,5,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
04904d7be7f84bd4994bc2ac71188466,S7R08573.JPG,0.4929,0.7319,0.0203,0.6,0.3512,2,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
a69a6e08f44e4b46b88490a79c3b7518,S7R08574.JPG,0.4714,0.7906,0.0149,0.5,0.278,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
47e1334563b044759da51a2642e25f7e,S7R08575.JPG,0.5353,0.7273,0.0098,0.75,0.3585,1,4,True,True,False,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
e53469c1cfec4f9ba0da2a5ee75c6679,S7R08576.JPG,0.4568,0.7274,0.0582,0.5,0.2707,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
af76f777c4b44a01807053adf4fd362f,S7R08577.JPG,0.4364,0.7843,0.0207,0.4,0.2519,3,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
0487c34d6f0a4c25ba57fceca9fc78e5,S7R08578.JPG,0.3099,0.7765,0.0164,0.0,0.2323,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
ef197fb564cd4bf49a70b92ccaceacc6,S7R08579.JPG,0.3808,0.7479,0.0146,0.25,0.2742,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
b84245763b2f47338309d919a96d57b0,S7R08580.JPG,0.4517,0.6692,0.143,0.5,0.259,2,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
3f2d6f18c3cc4e21b6757a6ebf6cfd93,S7R08581.JPG,0.2833,0.44,0.0267,0.3333,0.1595,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
0336a3297c224f1f9fd1be130ae795ea,S7R08582.JPG,0.4271,0.7327,0.0678,0.4,0.247,3,5,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
931a0e25de4c4e1f8409875540712315,1 (10).JPG,0.7274,0.7055,0.568,1.0,0.4459,0,3,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
3cae6513130e4af09b3e3ef0f1c92b19,1 (12).JPG,0.627,0.8926,0.6817,0.3333,0.5219,2,3,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.0
8ceaf4da9f8c4a9cb51be51ffb169f68,1 (19).JPG,0.3466,0.4382,0.5437,0.0,0.5635,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
6cd6f7345fb448c6b3009f06b4cb454f,1 (39).JPG,0.4885,0.7604,0.7801,0.0,0.4421,2,2,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.0
4f370ca4c6de45599800cd5d9083c54e,1 (47).JPG,0.5948,0.7226,0.5958,0.5,0.4848,1,2,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
478b884e83594712bedfaeb74066df88,1 (8).JPG,0.5108,0.6295,0.6331,0.3333,0.4257,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.0
6c880f57b31245da982fcc0b602e16a0,1.JPG,0.3539,0.2975,0.5721,0.3333,0.2361,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
ea6eb349d62e4b46969a8c5e8bdf31f2,2.JPG,0.317,0.3592,0.5903,0.0,0.4878,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
1fd1c1530df443739bd77707e79a9677,20121121-DSC_0811 FK.jpg,0.2376,0.1959,0.4866,0.0,0.4783,4,4,True,True,False,The assigned terms are well supported across all measures.,1.0
2a37751837614441922424902425f259,3.JPG,0.3523,0.5094,0.573,0.0,0.3962,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
520f71ccf985465e8fa3413b88a4e472,4.JPG,0.3008,0.2578,0.589,0.0,0.6187,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
5d065c454d3e4980ad9b6c555b9ae974,a Calire IMG_1633.JPG,0.327,0.3056,0.4767,0.25,0.3315,3,4,True,True,False,The assigned terms are well supported across all measures.,1.0
62234286d46444e6a4727133a04a6a96,a Cat IMG_5756.JPG,0.3347,0.342,0.3923,0.3333,0.2434,2,3,True,True,False,The assigned terms are well supported across all measures.,1.0
3eeba11b17484070a938948233b7a717,a Cat IMG_5781 50_.jpg,0.5041,0.5578,0.5842,0.3333,0.6134,2,3,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
5429f64ae0cf498fac2c72f1bd7ee898,a Cat IMG_5781 50_1.jpg,0.5041,0.5578,0.5842,0.3333,0.6134,2,3,True,True,False,Chiefly because the image differs markedly from those used to establish the terms.,1.0
88584eddc50b47cd978e1e59849e5e45,a Cat IMG_7551-Optimized.JPG,0.4406,0.4977,0.0021,0.6667,0.4397,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
172c8b26b45a4529a62ff8541d9d2d3c,a Cat IMG_7551-Optimized1.JPG,0.4406,0.4977,0.0021,0.6667,0.4397,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
ac4167003b634643be1ea978480593bb,a Cat IMG_7551.JPG,0.4063,0.6186,0.1329,0.3333,0.4215,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
275f33ffb35d436690ccd7e1ba3b93b3,a Cat IMG_8594.JPG,0.7647,0.7524,0.6208,1.0,0.5147,0,2,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.0
7f3c6a5f2c1c429da2f398079a2584df,a Cat IMG_9332.JPG,0.5727,0.6269,0.5749,0.5,0.589,1,2,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
85851f6e2f684443897c7ca8908bd24d,a Cat IMG_93321.JPG,0.5727,0.6269,0.5749,0.5,0.589,1,2,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
c2a978e6a917409e975c9411b17ea725,a Cat IMG_9758.JPG,0.271,0.3237,0.5443,0.0,0.3259,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
f7ebac8fcfec4a54b49f70c79e757b28,a Cat IMG_97581.JPG,0.271,0.3237,0.5443,0.0,0.3259,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
234fd062a9c3464f9e007006bed2aec6,a Claire DSC07803.JPG,0.6324,0.5198,0.5034,1.0,0.3317,0,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
ef90871216e04242bfe92d8e98bdba1c,a Claire DSC078031.JPG,0.6324,0.5198,0.5034,1.0,0.3317,0,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.0
889f438e86884f56aacd1cd81655dc23,a Claire IMG_1985.JPG,0.4017,0.4196,0.5721,0.25,0.4359,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
ca21acdd200d4267b069eefacaf76979,a Claire IMG_19851.JPG,0.4017,0.4196,0.5721,0.25,0.4359,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.0
425d74ce96f84df8aa291942997e76f0,a Claire IMG_3388.JPG,0.4962,0.6684,0.5406,0.3333,0.361,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.0
398fd84f68c7493f84cad6e76132df73,a Claire IMG_6340.JPG,0.341,0.5854,0.5835,0.0,0.1291,3,3,True,True,False,The assigned terms are well supported across all measures.,1.0
0a44b70afb384a18a2590e44871aa954,a Claire IMG_6407.JPG,0.4802,0.4951,0.5346,0.6667,0.0,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
f6a665c9c37d4c478b89b3ced05f7333,a Claire IMG_64071.JPG,0.4802,0.4951,0.5346,0.6667,0.0,1,3,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.0
